host_name,host_acceptance_rate,host_total_listings_count,neighbourhood,neighbourhood_group,latitude,longitude,room_type,num_accommodations,bathrooms,bathrooms_text,bedrooms,price,number_of_reviews,rating,accuracy,cleanliness,communication,location,value
Frankie,82,2.0,Jackson Heights,Queens,40.75131,-73.85983,Entire home/apt,6,1.0,1 bath,3.0,350.0,16,4.94,5.0,4.88,5.0,4.94,4.88
Michael,98,2.0,Jamaica,Queens,40.67748,-73.7848,Entire home/apt,6,2.0,2 baths,3.0,200.0,54,4.83,4.78,4.76,4.89,4.7,4.72
Jason,100,1.0,Williamsburg,Brooklyn,40.71396,-73.94837,Private room,2,1.0,1 private bath,1.0,60.0,100,4.84,4.84,4.83,4.93,4.9,4.93
Silvia,100,2.0,Grant City,Staten Island,40.57965,-74.1083,Entire home/apt,2,1.0,1 bath,2.0,187.0,17,5.0,5.0,5.0,4.94,4.82,4.94
Dolores,100,2.0,Harlem,Manhattan,40.81923,-73.95248,Entire home/apt,4,1.0,1 bath,2.0,104.0,25,4.6,4.64,4.36,4.8,4.72,4.48
Pamela,90,3.0,Bedford-Stuyvesant,Brooklyn,40.68956,-73.95535,Private room,2,1.0,1 shared bath,1.0,75.0,245,4.7,4.77,4.76,4.89,4.74,4.64
Ana,100,3.0,Gramercy,Manhattan,40.7366,-73.98675,Entire home/apt,2,1.0,1 bath,0.0,190.0,8,4.88,5.0,4.88,4.75,5.0,4.88
Paradise Suites,43,41.0,Upper East Side,Manhattan,40.76096,-73.96089,Entire home/apt,2,1.0,1 bath,1.0,124.0,11,4.91,4.91,4.82,4.82,4.73,4.45
Jeniffer,90,77.0,Lower East Side,Manhattan,40.72034,-73.99387,Entire home/apt,2,1.0,1 bath,0.0,150.0,27,4.48,4.78,4.78,4.22,4.67,4.3
Annabel,95,2.0,East Elmhurst,Queens,40.76065,-73.88469,Entire home/apt,2,1.0,1 bath,0.0,119.0,61,4.97,4.97,4.98,4.95,4.74,4.82
Anthony And Elle,71,22.0,Midtown,Manhattan,40.75757,-73.96757,Entire home/apt,3,1.0,1 bath,1.0,200.0,2,5.0,5.0,5.0,5.0,5.0,5.0
Ben&Rachel,84,12.0,East Flatbush,Brooklyn,40.66279,-73.93981,Entire home/apt,3,1.0,1 bath,2.0,250.0,28,4.75,4.79,4.86,4.93,4.64,4.71
Henry Norman,88,19.0,Greenpoint,Brooklyn,40.72889,-73.94397,Entire home/apt,2,1.0,1 bath,0.0,261.0,50,4.86,4.94,4.96,4.94,4.58,4.78
Wei,99,2.0,College Point,Queens,40.780562658976734,-73.84290810312837,Entire home/apt,2,1.0,1 bath,1.0,129.0,15,4.73,4.8,4.8,4.93,4.67,4.73
Halil,100,2.0,Ditmars Steinway,Queens,40.77359,-73.90955,Private room,1,1.0,1 shared bath,1.0,104.0,30,4.9,4.87,4.57,4.97,4.87,4.77
Edgar,100,2.0,Clinton Hill,Brooklyn,40.69602,-73.96182,Private room,2,1.0,1 shared bath,1.0,80.0,390,4.91,4.94,4.88,4.95,4.67,4.87
Vacation,100,3.0,Hell's Kitchen,Manhattan,40.760337416093314,-73.99971820513393,Entire home/apt,5,2.0,2 baths,2.0,1750.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Valentin,100,1.0,Astoria,Queens,40.76926609548129,-73.92614371337355,Private room,3,1.0,1 shared bath,1.0,107.0,17,4.88,4.94,4.88,4.94,5.0,4.76
Jeremy,98,28.0,East Village,Manhattan,40.72561,-73.98815,Entire home/apt,1,1.0,1 bath,0.0,145.0,7,5.0,5.0,5.0,4.86,4.57,4.57
Nat,94,55.0,Washington Heights,Manhattan,40.85244,-73.9289,Entire home/apt,3,1.0,1 bath,2.0,75.0,7,4.43,4.43,4.14,4.71,3.71,4.29
Christopher,98,15.0,Concourse,Bronx,40.83494,-73.91801,Private room,1,1.0,1 shared bath,1.0,40.0,7,4.43,4.71,4.43,4.57,4.43,4.43
Julia,100,2.0,Bull's Head,Staten Island,40.61533,-74.16451,Private room,4,1.0,1 private bath,1.0,99.0,11,5.0,4.91,5.0,5.0,4.73,4.82
Rick,100,6.0,Upper West Side,Manhattan,40.76862,-73.98513,Entire home/apt,8,2.0,2 baths,3.0,1095.0,4,5.0,5.0,5.0,5.0,5.0,4.75
Shamair,100,6.0,East New York,Brooklyn,40.67096,-73.89321,Private room,2,1.0,1 private bath,0.0,99.0,18,4.72,4.67,4.5,4.89,4.5,4.5
Fad,26,62.0,Hell's Kitchen,Manhattan,40.76639,-73.98949,Entire home/apt,5,2.0,2 baths,2.0,306.0,3,4.67,4.33,4.67,4.67,5.0,4.33
Maggie,100,2.0,Bedford-Stuyvesant,Brooklyn,40.69212,-73.93272,Private room,2,1.0,1 private bath,1.0,130.0,140,4.79,4.89,4.84,4.92,4.57,4.7
Cielo,96,2.0,East Elmhurst,Queens,40.75708,-73.8948,Private room,2,1.0,1 shared bath,1.0,70.0,4,4.75,4.75,4.5,5.0,4.75,4.5
Gladwyn,100,6.0,Canarsie,Brooklyn,40.63069,-73.8959,Private room,2,1.0,1 private bath,1.0,110.0,39,5.0,4.97,4.97,5.0,4.9,4.95
Eliza,100,67.0,Midtown,Manhattan,40.7469,-73.98691,Private room,2,0.0,0 shared baths,1.0,53.0,31,4.32,4.55,4.29,4.42,4.87,4.35
Sonder (NYC),100,758.0,Flatiron District,Manhattan,40.74295,-73.99012,Private room,2,1.0,1 private bath,0.0,260.0,21,4.33,4.57,4.43,4.38,4.81,4.24
Shawn,98,3.0,East New York,Brooklyn,40.65772,-73.89141,Entire home/apt,16,2.0,2 baths,6.0,574.0,17,4.88,4.94,4.88,4.94,4.65,4.82
Nathan,43,58.0,Hell's Kitchen,Manhattan,40.75944,-73.98904,Entire home/apt,4,1.0,1 bath,0.0,120.0,6,4.83,5.0,4.83,5.0,4.5,4.5
Bryan,96,5.0,East Elmhurst,Queens,40.76793,-73.86642,Private room,1,1.0,1 bath,1.0,65.0,38,4.71,4.66,4.5,4.82,4.74,4.76
Isa,0,4.0,East Village,Manhattan,40.7287,-73.98532,Entire home/apt,4,1.0,1 bath,2.0,450.0,6,4.83,5.0,4.5,5.0,4.83,4.83
Stellamaris,82,7.0,Williamsbridge,Bronx,40.87657,-73.85722,Private room,1,1.0,1 shared bath,1.0,51.0,3,5.0,5.0,5.0,5.0,5.0,5.0
Nathan,43,58.0,SoHo,Manhattan,40.72722,-74.00205,Entire home/apt,4,1.0,1 bath,0.0,142.0,8,5.0,5.0,4.75,4.75,5.0,4.38
Stanley,95,86.0,Murray Hill,Manhattan,40.74844,-73.97572,Hotel room,3,1.0,1 bath,1.0,160.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Avi,86,148.0,Upper East Side,Manhattan,40.77147,-73.95464,Entire home/apt,3,1.0,1 bath,0.0,105.0,3,5.0,5.0,5.0,4.67,4.67,4.33
Magda & Ian,0,2.0,South Slope,Brooklyn,40.66562,-73.98385,Entire home/apt,2,1.0,1 bath,1.0,175.0,5,5.0,5.0,5.0,5.0,5.0,5.0
MedHousing,99,35.0,Claremont Village,Bronx,40.843850680917946,-73.90867970374957,Private room,1,1.0,1 shared bath,1.0,55.0,5,4.6,4.8,4.6,4.8,4.4,4.8
Kaz,78,366.0,Woodside,Queens,40.74482,-73.9066,Private room,1,1.0,1 shared bath,1.0,39.0,10,4.8,4.9,4.8,4.9,4.7,4.1
Grant,99,13.0,Lower East Side,Manhattan,40.71776261937139,-73.98352808786075,Entire home/apt,2,1.0,1 bath,1.0,70.0,25,4.24,4.6,4.12,4.68,4.08,4.12
Samuel,76,13.0,Bedford-Stuyvesant,Brooklyn,40.6829397,-73.9286371,Entire home/apt,2,1.0,1 bath,1.0,200.0,12,5.0,5.0,4.83,4.92,4.67,4.83
Boomerang,100,36.0,Park Slope,Brooklyn,40.67628231326392,-73.97853996422258,Entire home/apt,3,1.0,1 bath,1.0,169.0,4,4.75,5.0,5.0,5.0,4.75,4.75
Isabel,100,1.0,East Flatbush,Brooklyn,40.6545025,-73.9487716,Entire home/apt,2,1.0,1 bath,1.0,132.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Olabimpe,100,3.0,Bedford-Stuyvesant,Brooklyn,40.68934,-73.9293,Private room,2,1.0,1 shared bath,1.0,52.0,33,4.21,4.35,4.18,4.29,4.38,4.06
Shane,100,1.0,Canarsie,Brooklyn,40.6275,-73.9006,Private room,2,1.0,1 private bath,1.0,85.0,93,4.86,4.89,4.94,4.87,4.66,4.86
Michael,100,1.0,Harlem,Manhattan,40.82989,-73.94834,Private room,2,1.0,1 shared bath,1.0,79.0,50,4.9,4.98,4.96,4.94,4.78,4.9
Rosana,91,9.0,Bay Ridge,Brooklyn,40.63685,-74.03614,Entire home/apt,2,1.0,1 bath,1.0,68.0,40,4.64,4.77,4.64,4.9,4.59,4.51
Orna,58,2.0,Park Slope,Brooklyn,40.67634,-73.97666,Entire home/apt,2,1.0,1 bath,0.0,220.0,10,4.8,4.7,4.6,4.8,4.9,4.6
Derek,58,13.0,Sheepshead Bay,Brooklyn,40.59310098641597,-73.94106102116203,Private room,1,1.0,1 bath,1.0,28.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Kamil,95,1.0,Williamsburg,Brooklyn,40.71843,-73.96069,Entire home/apt,2,1.0,1 bath,2.0,199.0,203,4.91,4.93,4.96,4.95,4.96,4.86
Palmer,100,1.0,Crown Heights,Brooklyn,40.67283255596144,-73.95406102947494,Private room,2,1.0,1 shared bath,2.0,225.0,1,5.0,5.0,5.0,5.0,5.0,5.0
SoHoBlu,99,23.0,Chinatown,Manhattan,40.7181,-74.00159,Private room,4,1.0,1 private bath,1.0,138.0,218,4.56,4.58,4.52,4.71,4.6,4.34
Kai,100,2.0,Kips Bay,Manhattan,40.7395278256511,-73.98203745629407,Entire home/apt,3,1.0,1 bath,1.0,396.0,8,5.0,5.0,5.0,5.0,5.0,5.0
Jaye (And Spike),100,1.0,South Slope,Brooklyn,40.66159,-73.98685,Private room,2,1.5,1.5 shared baths,1.0,68.0,148,4.89,4.94,4.82,4.95,4.87,4.88
Nin,100,10.0,Greenpoint,Brooklyn,40.723267,-73.949821,Entire home/apt,5,2.5,2.5 baths,3.0,336.0,1,5.0,5.0,5.0,5.0,5.0,5.0
An Artful Hotel,90,18.0,Hell's Kitchen,Manhattan,40.75436,-73.99391,Private room,2,1.0,1 private bath,1.0,214.0,20,4.45,4.35,4.7,4.5,4.65,4.35
Chad Antonio,95,2.0,East New York,Brooklyn,40.67103,-73.8784,Entire home/apt,5,2.0,2 baths,3.0,130.0,25,4.84,4.92,4.92,4.8,4.63,4.72
Daniel,69,16.0,Upper West Side,Manhattan,40.78051,-73.97697,Entire home/apt,3,1.5,1.5 baths,1.0,100.0,10,5.0,5.0,4.9,5.0,5.0,5.0
Jeniffer,38,161.0,Hell's Kitchen,Manhattan,40.76566,-73.98969,Entire home/apt,2,1.0,1 bath,0.0,100.0,5,4.4,4.6,4.8,4.8,5.0,4.4
Collen,94,2.0,Williamsburg,Brooklyn,40.71805,-73.95851,Entire home/apt,2,1.0,1 bath,1.0,149.0,119,4.83,4.83,4.78,4.8,4.97,4.78
Vk,100,39.0,Hell's Kitchen,Manhattan,40.75331,-73.99555,Private room,8,1.0,1 private bath,0.0,514.0,27,4.81,4.81,4.52,4.74,4.78,4.81
Executive Hotel Le Soleil NY,95,12.0,Midtown,Manhattan,40.7503612,-73.98549,Private room,2,1.0,1 private bath,1.0,258.0,2,5.0,5.0,5.0,4.5,5.0,5.0
Sonder (NYC),100,758.0,Murray Hill,Manhattan,40.75019,-73.97924,Private room,2,1.0,1 bath,1.0,255.0,129,4.54,4.49,4.59,4.58,4.87,4.41
Glendon,0,2.0,East New York,Brooklyn,40.66166,-73.88776,Entire home/apt,2,1.0,1 bath,1.0,132.0,6,3.17,3.83,4.67,3.17,2.67,3.5
Viki,98,2.0,Cobble Hill,Brooklyn,40.68533,-73.99775,Private room,2,1.0,1 private bath,2.0,300.0,352,4.96,4.91,4.95,4.97,4.97,4.84
Alex,98,2.0,Ridgewood,Queens,40.70289,-73.90662,Private room,1,1.0,1 shared bath,1.0,69.0,128,4.9,4.91,4.91,4.95,4.74,4.91
Marcia,100,1.0,Prospect-Lefferts Gardens,Brooklyn,40.66039,-73.95681,Private room,2,1.0,1 private bath,1.0,143.0,44,5.0,5.0,5.0,5.0,4.95,4.98
Barbara,100,3.0,East Harlem,Manhattan,40.78991,-73.9415,Private room,1,1.0,1 shared bath,1.0,198.0,27,4.89,4.89,4.78,4.93,4.56,4.74
Jen,91,3.0,Park Slope,Brooklyn,40.66584,-73.97927,Entire home/apt,4,1.0,1 bath,2.0,200.0,168,4.92,4.9,4.89,4.98,4.98,4.84
Lamee,0,4.0,Bedford-Stuyvesant,Brooklyn,40.68825,-73.93507,Entire home/apt,5,2.0,2 baths,3.0,117.0,13,4.54,4.46,4.54,4.85,4.46,4.69
Joshua,100,5.0,Upper East Side,Manhattan,40.77796,-73.96073,Entire home/apt,2,1.0,1 bath,1.0,107.0,8,5.0,4.88,5.0,5.0,5.0,4.75
Mineva,100,4.0,Richmond Hill,Queens,40.67932,-73.82349,Private room,2,1.0,1 shared bath,1.0,72.0,24,4.67,4.54,4.63,4.83,4.63,4.63
Julio,87,7.0,Concourse Village,Bronx,40.81876,-73.92691,Private room,2,1.0,1 bath,1.0,115.0,11,4.36,4.18,4.36,4.18,4.0,4.09
Jessica,92,2.0,Washington Heights,Manhattan,40.84291,-73.94269,Private room,1,1.0,1 shared bath,1.0,40.0,6,5.0,5.0,4.83,5.0,4.83,4.83
Roy,93,1.0,East New York,Brooklyn,40.6663502,-73.8898571,Private room,2,1.0,1 shared bath,1.0,117.0,34,4.82,4.82,4.94,4.88,4.71,4.85
Michael,55,7.0,Edgemere,Queens,40.596875,-73.7772899,Private room,2,1.0,1 private bath,1.0,32.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Cat,80,3.0,Bedford-Stuyvesant,Brooklyn,40.68361,-73.92496,Entire home/apt,2,1.0,1 bath,1.0,100.0,65,4.95,4.98,4.97,4.97,4.69,4.83
Nat,94,55.0,Chelsea,Manhattan,40.73864136579774,-73.99879316890649,Entire home/apt,4,1.0,1 bath,2.0,210.0,4,5.0,5.0,4.75,5.0,5.0,4.75
Dorothy,90,10.0,Rosedale,Queens,40.65718,-73.73669,Private room,2,1.0,1 shared bath,1.0,95.0,67,4.97,4.99,5.0,4.94,4.88,4.93
Dimitri,95,1.0,Bushwick,Brooklyn,40.69944,-73.91946,Private room,1,1.0,1 shared bath,1.0,92.0,72,4.93,4.93,4.9,4.93,4.82,4.89
Monica,99,2.0,Washington Heights,Manhattan,40.83794418056533,-73.93994331986492,Entire home/apt,6,1.0,1 bath,2.0,192.0,83,4.77,4.78,4.8,4.94,4.52,4.73
Outpost Club,62,15.0,Bedford-Stuyvesant,Brooklyn,40.69037,-73.94345,Private room,1,2.0,2 baths,1.0,40.0,2,4.5,4.0,4.0,4.0,3.5,4.5
Rainnie,100,1.0,Hell's Kitchen,Manhattan,40.75951,-73.99583,Entire home/apt,2,1.0,1 bath,1.0,300.0,5,5.0,5.0,5.0,5.0,5.0,5.0
Marc,99,2.0,Rosedale,Queens,40.65577,-73.73272,Entire home/apt,8,2.0,2 baths,3.0,258.0,82,4.88,4.84,4.88,4.93,4.8,4.8
Lamee,0,4.0,Bedford-Stuyvesant,Brooklyn,40.68774,-73.93654,Entire home/apt,2,1.0,1 bath,1.0,105.0,61,4.51,4.75,4.77,4.87,4.1,4.67
Geralde,96,10.0,St. Albans,Queens,40.69387,-73.76859,Entire home/apt,2,1.0,1 bath,0.0,117.0,388,4.9,4.94,4.95,4.95,4.84,4.88
Anastasia,100,6.0,Cypress Hills,Brooklyn,40.68930169958648,-73.87234568991197,Private room,1,1.0,1 shared bath,1.0,47.0,48,4.85,4.81,4.79,4.98,4.56,4.83
Vk,100,39.0,Chelsea,Manhattan,40.75279,-73.99508,Private room,2,1.0,1 private bath,0.0,263.0,12,4.67,4.83,4.75,4.83,4.75,4.58
Stacy And Tyler,100,5.0,Upper West Side,Manhattan,40.798267,-73.964378,Private room,2,2.0,2 shared baths,1.0,138.0,33,4.97,4.97,4.94,4.97,4.91,4.88
Umazi,96,1.0,Harlem,Manhattan,40.816982509603065,-73.93865750166098,Entire home/apt,3,1.0,1 bath,0.0,130.0,6,5.0,5.0,5.0,5.0,4.67,5.0
Darell,100,1.0,Prospect-Lefferts Gardens,Brooklyn,40.65758,-73.95432,Entire home/apt,6,2.0,2 baths,3.0,325.0,52,4.96,4.88,5.0,4.94,4.87,4.79
Roy,100,2.0,Bedford-Stuyvesant,Brooklyn,40.68250379892109,-73.92319429713152,Entire home/apt,2,1.0,1 bath,0.0,95.0,24,4.29,4.63,4.21,4.58,4.46,4.21
Miriam,100,2.0,Borough Park,Brooklyn,40.63511,-73.98985,Entire home/apt,6,2.0,2 baths,3.0,330.0,192,4.87,4.91,4.95,4.97,4.59,4.74
Billy,97,1.0,St. Albans,Queens,40.68674,-73.76876,Entire home/apt,10,1.0,1 bath,3.0,178.0,68,4.71,4.68,4.71,4.91,4.63,4.66
Chris&Suly,100,1.0,Elmhurst,Queens,40.74505,-73.88255,Entire home/apt,4,1.0,1 bath,1.0,85.0,164,4.48,4.67,4.4,4.79,4.69,4.51
Marie,100,2.0,Greenpoint,Brooklyn,40.72614,-73.95116,Private room,2,1.0,1 private bath,1.0,240.0,16,4.81,4.88,5.0,4.88,5.0,4.75
David,100,3.0,Clinton Hill,Brooklyn,40.68566,-73.96781,Entire home/apt,2,1.0,1 bath,1.0,150.0,111,4.85,4.86,4.59,4.93,4.92,4.75
Gisele,100,37.0,Upper East Side,Manhattan,40.76214,-73.9613,Entire home/apt,4,1.0,1 bath,2.0,125.0,6,5.0,5.0,4.83,5.0,5.0,4.83
Amy,58,27.0,Upper West Side,Manhattan,40.79815,-73.96232,Entire home/apt,3,1.0,1 bath,1.0,150.0,14,4.21,4.43,4.29,4.5,4.71,4.43
Hiroki,88,372.0,Elmhurst,Queens,40.72926110317711,-73.87523203399408,Private room,1,1.0,1 shared bath,1.0,30.0,2,5.0,5.0,5.0,5.0,5.0,5.0
Arica,100,1.0,Cypress Hills,Brooklyn,40.6806037,-73.89502499999999,Entire home/apt,10,3.0,3 baths,4.0,320.0,13,4.31,4.31,4.46,4.77,4.38,4.38
Mariame,100,3.0,Longwood,Bronx,40.82018,-73.90302,Private room,2,1.5,1.5 shared baths,1.0,86.0,5,4.4,4.2,4.4,4.8,4.8,4.6
Gladwyn,100,6.0,Canarsie,Brooklyn,40.63085,-73.89699,Private room,2,1.0,1 private bath,1.0,130.0,51,4.94,4.94,4.94,4.98,4.96,4.9
Simona,83,3.0,Crown Heights,Brooklyn,40.67464,-73.95024,Private room,1,1.0,1 shared bath,1.0,61.0,15,4.87,5.0,5.0,5.0,4.73,5.0
Michael,52,164.0,Hell's Kitchen,Manhattan,40.75593,-73.99528,Entire home/apt,2,1.0,1 bath,0.0,90.0,1,5.0,5.0,5.0,5.0,5.0,5.0
David,99,3.0,Arverne,Queens,40.59414,-73.79372,Entire home/apt,6,1.0,1 bath,2.0,96.0,23,4.61,4.61,4.74,4.74,4.22,4.65
Lyndon,87,4.0,Greenpoint,Brooklyn,40.72150705748606,-73.94278072326503,Entire home/apt,2,1.5,1.5 baths,3.0,614.0,10,5.0,5.0,5.0,5.0,4.78,4.78
Jeniffer,38,161.0,Hell's Kitchen,Manhattan,40.76732,-73.98788,Entire home/apt,2,1.0,1 bath,0.0,100.0,9,4.78,4.78,4.67,4.67,4.67,4.33
Address In NYC,100,38.0,Upper West Side,Manhattan,40.80245,-73.96519,Entire home/apt,7,2.0,2 baths,4.0,396.0,3,5.0,4.67,5.0,4.67,4.67,4.67
Heather,100,2.0,East New York,Brooklyn,40.67496,-73.87161,Entire home/apt,5,1.0,1 bath,2.0,160.0,77,4.91,4.96,4.88,4.95,4.47,4.86
Elena,53,3.0,Midtown,Manhattan,40.75178876039786,-73.98650486773681,Private room,1,1.0,1 shared bath,2.0,110.0,6,4.83,5.0,4.83,5.0,5.0,4.33
The Local Stay,81,78.0,Upper East Side,Manhattan,40.77477,-73.95365,Entire home/apt,3,1.0,1 bath,0.0,92.0,7,4.86,5.0,4.71,5.0,5.0,4.43
Harvin,96,23.0,Bedford-Stuyvesant,Brooklyn,40.68734973429973,-73.93303380189371,Entire home/apt,6,1.5,1.5 baths,1.0,130.0,19,4.95,4.94,4.78,5.0,4.89,4.83
Jonathan,100,1.0,Astoria,Queens,40.76109740499372,-73.91960818152441,Entire home/apt,2,1.0,1 bath,1.0,192.0,19,4.79,4.95,4.63,5.0,4.95,4.79
Perry,100,3.0,Bedford-Stuyvesant,Brooklyn,40.6811,-73.94043,Entire home/apt,3,1.0,1 bath,0.0,155.0,43,4.75,4.86,4.82,4.89,4.57,4.68
Kartika,89,1.0,Elmhurst,Queens,40.74284,-73.88073,Private room,2,1.0,1 shared bath,1.0,68.0,177,4.85,4.86,4.66,4.95,4.9,4.86
Joann,96,9.0,Dyker Heights,Brooklyn,40.61832,-74.0082,Entire home/apt,2,1.0,1 bath,0.0,150.0,6,4.33,4.33,4.83,4.33,4.5,4.5
Adam,69,2.0,Hell's Kitchen,Manhattan,40.76176,-74.00036,Entire home/apt,2,1.0,1 bath,0.0,130.0,11,4.91,5.0,4.91,5.0,4.91,4.82
Telmo,100,10.0,Bushwick,Brooklyn,40.70071,-73.91287,Entire home/apt,2,1.0,1 bath,1.0,73.0,5,4.6,4.8,4.6,5.0,5.0,4.8
Briana,71,13.0,Bedford-Stuyvesant,Brooklyn,40.69226802853953,-73.9461215474425,Private room,2,1.0,1 bath,1.0,55.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Louise,25,3.0,Red Hook,Brooklyn,40.67876,-74.01266,Entire home/apt,4,1.0,1 bath,1.0,200.0,29,5.0,5.0,5.0,5.0,4.86,5.0
Benjamin,76,26.0,Gowanus,Brooklyn,40.66619,-73.99366,Entire home/apt,5,1.0,1 bath,3.0,206.0,12,4.67,4.58,4.92,4.83,4.75,4.67
Jenny,97,4.0,Bedford-Stuyvesant,Brooklyn,40.69394,-73.95221,Entire home/apt,3,1.0,1 bath,2.0,120.0,100,4.64,4.82,4.41,4.92,4.71,4.64
Jorge,99,7.0,Long Island City,Queens,40.76411395622188,-73.93874704518902,Private room,1,1.0,1 shared bath,1.0,43.0,20,4.4,4.7,4.4,4.75,4.2,4.6
Avraham,100,12.0,Crown Heights,Brooklyn,40.67387822792973,-73.93105175346136,Entire home/apt,15,2.0,2 baths,5.0,430.0,9,4.44,4.88,5.0,5.0,4.75,4.88
Valentina,100,3.0,Williamsburg,Brooklyn,40.71721,-73.95995,Entire home/apt,3,1.0,1 bath,0.0,215.0,155,4.77,4.8,4.65,4.66,4.98,4.61
Lucas And Natasha,100,7.0,Ditmars Steinway,Queens,40.77467,-73.91877,Private room,2,2.0,2 shared baths,1.0,103.0,18,4.89,4.83,4.94,4.89,4.89,4.67
Christopher,96,2.0,Crown Heights,Brooklyn,40.6765278,-73.925867,Entire home/apt,5,1.0,1 bath,2.0,175.0,36,4.72,4.81,4.72,4.92,4.25,4.58
Liqin,99,9.0,Flushing,Queens,40.75792,-73.8193,Private room,2,1.0,1 private bath,1.0,112.0,139,4.88,4.93,4.96,4.94,4.65,4.8
Joshua,100,2.0,Sunset Park,Brooklyn,40.63827,-74.0164,Private room,1,1.0,1 shared bath,1.0,40.0,30,4.8,4.77,4.63,4.93,4.9,4.77
Momoyo,80,299.0,Washington Heights,Manhattan,40.851756334939175,-73.94003065208166,Private room,1,1.0,1 shared bath,1.0,38.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Tony,97,3.0,Chelsea,Manhattan,40.74697296939259,-74.00178397023312,Private room,2,1.0,1 private bath,1.0,144.0,126,4.57,4.5,3.94,4.76,4.93,4.54
Eskander,100,10.0,Van Nest,Bronx,40.84561,-73.86301,Entire home/apt,8,1.0,1 bath,4.0,159.0,6,3.83,3.5,3.5,4.17,3.67,4.17
Joshua,96,4.0,Brownsville,Brooklyn,40.6746995812202,-73.90871769116475,Private room,2,1.0,1 shared bath,1.0,90.0,11,4.64,4.91,4.55,4.91,4.0,4.55
Ethan,64,8.0,East Village,Manhattan,40.73204,-73.98921,Entire home/apt,3,1.0,1 bath,1.0,500.0,18,4.83,4.83,4.78,4.83,5.0,4.72
Jerry & Lynn,66,32.0,Midtown,Manhattan,40.75244,-73.97121,Entire home/apt,5,1.0,1 bath,2.0,210.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Koichi,98,24.0,Gramercy,Manhattan,40.7336,-73.98767,Private room,3,1.0,1 bath,1.0,65.0,79,4.39,4.49,4.33,4.65,4.81,4.42
Karen,100,6.0,Baychester,Bronx,40.87027519999999,-73.8386786,Private room,3,1.0,1 private bath,1.0,120.0,29,4.55,4.59,4.83,4.9,4.52,4.31
Sara,88,4.0,Gramercy,Manhattan,40.73681,-73.98111,Entire home/apt,4,1.0,1 bath,1.0,187.0,16,5.0,4.94,4.88,5.0,4.94,4.81
Natalie,93,18.0,East Flatbush,Brooklyn,40.64982,-73.92977,Entire home/apt,4,1.0,1 bath,2.0,180.0,16,4.81,4.69,4.75,4.81,4.56,4.69
John,94,1.0,Lower East Side,Manhattan,40.718957843583055,-73.98530069229996,Entire home/apt,5,2.0,2 baths,3.0,584.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Farrel,0,1.0,East Flatbush,Brooklyn,40.64196,-73.92883,Entire home/apt,5,1.0,1 bath,1.0,500.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Rupinder,96,1.0,East Elmhurst,Queens,40.7646657,-73.882025,Entire home/apt,3,1.0,1 bath,2.0,171.0,30,4.67,4.5,4.77,4.93,4.47,4.63
Kazeem,97,1.0,Jamaica,Queens,40.6811111,-73.7890264,Private room,2,1.0,1 private bath,1.0,118.0,11,4.64,4.64,4.73,4.82,4.36,4.45
Sam,99,7.0,Bensonhurst,Brooklyn,40.60767,-73.99714,Entire home/apt,2,1.0,1 bath,1.0,95.0,54,4.67,4.8,4.64,4.75,4.62,4.62
Sophie,96,4.0,Bay Ridge,Brooklyn,40.62562942504883,-74.02896881103516,Private room,1,1.0,1 shared bath,1.0,65.0,73,5.0,4.99,4.97,4.96,4.84,4.95
Alan,100,3.0,Hell's Kitchen,Manhattan,40.75726482226138,-73.99239898112613,Entire home/apt,4,1.0,1 bath,1.0,300.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Quinten,98,5.0,Crown Heights,Brooklyn,40.67245778086581,-73.94842873161726,Entire home/apt,2,1.0,1 bath,1.0,120.0,10,4.5,4.8,4.3,4.8,4.9,4.6
Vakho,100,1.0,Williamsburg,Brooklyn,40.70524,-73.9301,Private room,1,1.0,1 bath,1.0,71.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Rita,99,6.0,Morrisania,Bronx,40.82469,-73.91286,Private room,2,1.0,1 shared bath,3.0,79.0,10,4.9,4.8,5.0,5.0,4.7,4.9
Charlie,41,1.0,Williamsburg,Brooklyn,40.709180566877926,-73.9401284299423,Private room,2,1.0,1 bath,1.0,132.0,11,4.91,5.0,4.82,5.0,4.73,4.73
Jason,91,5.0,Williamsburg,Brooklyn,40.70758,-73.94117,Private room,1,1.0,1 shared bath,1.0,150.0,12,5.0,5.0,5.0,5.0,5.0,4.92
D. Christopher,100,2.0,East Harlem,Manhattan,40.79702,-73.94949,Private room,4,1.0,1 shared bath,1.0,74.0,451,4.53,4.58,4.57,4.73,4.62,4.5
Tanesha,97,1.0,Bushwick,Brooklyn,40.69281,-73.91527,Entire home/apt,4,1.0,1 bath,2.0,135.0,71,4.89,4.94,4.99,4.97,4.8,4.82
